ID,beta,se,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000000355,1.1774045871612953,3.365155717574092,0.7267373023979812,0.12177632107925174,0.9998133236560199,Mcts1,X,38600578,38613426
ENSMUSG00000000374,-1.4544507912892097,3.9999017503612198,0.7164633613941453,0.1218124773982876,0.9998133236560199,Trappc10,10,78186725,78244642
ENSMUSG00000000378,-0.2053808469288897,3.5146135418791915,0.9534501718903359,0.12133720804695214,0.9998133236560199,Ccm2,11,6546887,6596743.999999999
ENSMUSG00000000384,2.507327803467906,4.016721357423835,0.5330793633177664,0.12276081751415213,0.9998133236560199,Tbrg4,11,6615597.999999999,6626067
ENSMUSG00000000385,-1.5475477197128955,1.3157216488952577,0.2406913358247201,0.1264026212874142,0.9998133236560199,Tmprss2,16,97564684,97611195
ENSMUSG00000000399,-0.7226961804926573,3.6974418398039517,0.8452008437571523,0.12146562431507435,0.9998133236560199,Ndufa9,6,126821721,126849135.99999999
ENSMUSG00000000420,-0.4613188195647058,3.7344927876706837,0.9017923283334155,0.12138093408217154,0.9998133236560199,Galnt1,18,24205344,24286818
ENSMUSG00000000439,2.837038099273962,3.9103984327546053,0.4688512111521004,0.12326361262225538,0.9998133236560199,Mkrn2,6,115601902,115622624
ENSMUSG00000000440,2.4508979798451804,1.5752436230614044,0.12106416224659365,0.1301719158079454,0.9998133236560199,Pparg,6,115360951,115490399
ENSMUSG00000000441,1.6715000347791473,3.7899709540349473,0.6595898972804193,0.12204212725406194,0.9998133236560199,Raf1,6,115618067,115676634.99999999
ENSMUSG00000000486,1.0505751557313612,2.1419721315397524,0.6242525382626949,0.12221183756342624,0.9998133236560199,Sept1,7,127214447,127218498
ENSMUSG00000000530,-0.7079730002894589,3.039053333420478,0.8159939307304296,0.12152491414583455,0.9998133236560199,Acvrl1,15,101128521.99999999,101145336
ENSMUSG00000000532,3.933955370464244,4.1636705720263185,0.34570453775693455,0.12460806103305411,0.9998133236560199,Acvr1b,15,101174067,101213679
ENSMUSG00000000538,1.3411204470014229,4.55861035242484,0.7688653070741857,0.12164402265816554,0.9998133236560199,Tom1l2,11,60226713.99999999,60352905
ENSMUSG00000000552,-0.02374604008820595,2.567730571793371,0.9926291190033503,0.12132491684153413,0.9998133236560199,Zfp385a,15,103313895,103340086
ENSMUSG00000000555,1.1834619718749815,2.3007013460865586,0.6074553872825448,0.12230039268259463,0.9998133236560199,Itga5,15,103344288.99999999,103366762.99999999
ENSMUSG00000000561,1.8038080804061545,3.404587633647282,0.5967327763454284,0.12235972231501002,0.9998133236560199,Wdr77,3,105959369,105970036.99999999
ENSMUSG00000000563,-0.7768493069702616,3.3979104899069794,0.8193562505069536,0.12151753379572017,0.9998133236560199,Atp5f1,3,105942698,105960099
ENSMUSG00000000568,2.476267417827095,3.57796103039265,0.48955609291375046,0.12308942843803339,0.9998133236560199,Hnrnpd,5,99955935,99978938
ENSMUSG00000000579,1.9451984589577147,2.02271307862033,0.3371874432233355,0.12472575637908778,0.9998133236560199,Dynlt1c,17,6601671,6609774
ENSMUSG00000000581,1.538447902103548,3.4458052692366885,0.655663898107613,0.12205991376614123,0.9998133236560199,C1d,11,17257579,17269175.999999996
ENSMUSG00000000594,1.9989768922377888,3.335619147425057,0.5495548068125037,0.1226485136213431,0.9998133236560199,Gm2a,11,55098115,55113029
ENSMUSG00000000600,-2.607037460690403,3.4736499688327966,0.453684022596464,0.12339926289826686,0.9998133236560199,Krit1,5,3803184,3845564
ENSMUSG00000000605,1.593877563458033,4.296509523364728,0.7109896183980091,0.12183238486947356,0.9998133236560199,Clcn4-2,7,7282316,7299511
ENSMUSG00000000631,-0.34386489498553424,4.692483501652703,0.9416449053445617,0.12134442603787898,0.9998133236560199,Myo18a,11,77763246,77865980
ENSMUSG00000000673,4.503706280416338,3.257827770073634,0.168136766121233,0.12832402019522093,0.9998133236560199,Haao,17,83831356,83846790
ENSMUSG00000000682,0.4022775403567622,1.6510610403832586,0.8077134188311841,0.12154371428214872,0.9998133236560199,Cd52,4,134082448,134095081.99999999
ENSMUSG00000000686,0.23732270316251797,3.5146302705287193,0.9462210647440249,0.12134143413451748,0.9998133236560199,Abhd15,11,77515121,77538607
ENSMUSG00000000708,-0.7985918558007399,4.119610144015171,0.8464576505104962,0.12146331515026754,0.9998133236560199,Kat2b,17,53566860.99999999,53672720
ENSMUSG00000000711,1.382686032340089,4.238037077204617,0.7445171957067324,0.12171740425265498,0.9998133236560199,Rab5b,10,128677192.99999999,128696268
ENSMUSG00000000738,4.253337033326392,3.9481150199066595,0.2824332963565265,0.1255886173117734,0.9998133236560199,Spg7,8,123062941.99999999,123097760
ENSMUSG00000000739,0.2911742924553197,0.8165137229060707,0.7217021816012268,0.12179384496005774,0.9998133236560199,Sult5a1,8,123142846.99999999,123158314.99999999
ENSMUSG00000000740,0.555057320487152,2.1974023973497943,0.8007976457158241,0.12156010145899088,0.9998133236560199,Rpl13,8,123102350,123105244
ENSMUSG00000000743,0.8534755553148504,4.395522208082091,0.8462089333224454,0.12146377055550694,0.9998133236560199,Chmp1a,8,123204264,123212763
ENSMUSG00000000751,1.1164798537999476,3.3466129258983717,0.7389639305329658,0.121735314879999,0.9998133236560199,Rpa1,11,75298166,75348323.99999999
ENSMUSG00000000753,2.8280274319230823,3.386132538434808,0.4044544213635878,0.12389227508948586,0.9998133236560199,Serpinf1,11,75409769,75422701
ENSMUSG00000000759,2.429141677613477,3.734971274581019,0.5160756606456038,0.12288347682204592,0.9998133236560199,Tubgcp3,8,12614277,12672248
ENSMUSG00000000776,0.40238088708101716,2.8759781843532055,0.8888486655282324,0.12139686464965116,0.9998133236560199,Polr3d,14,70438748,70443471
ENSMUSG00000000782,-0.8971679849969008,2.68384656888903,0.7384593570971082,0.12173696421511182,0.9998133236560199,Tcf7,11,52252371,52283013.99999999
ENSMUSG00000000787,-2.4164963930274204,3.7844008571829026,0.5237353261208457,0.12282734911457771,0.9998133236560199,Ddx3x,X,13280970,13294051.999999998
ENSMUSG00000000804,-3.102118461913452,4.36477673646934,0.47795586722813366,0.12318550288760444,0.9998133236560199,Usp32,11,84984442,85140160.99999999
ENSMUSG00000000811,-1.3231394139018067,3.1894218005076835,0.6786236316874463,0.12195952967243406,0.9998133236560199,Txnrd3,6,89643988,89675529
ENSMUSG00000000823,4.928172028698316,3.8012818593436615,0.19607611261342273,0.12748639014142282,0.9998133236560199,Znf512b,2,181582103,181592803
ENSMUSG00000000826,-1.2684400790377075,4.03500450009168,0.7535237645149772,0.1216892904524508,0.9998133236560199,Dnajc5,2,181520484.99999997,181555132.99999997
ENSMUSG00000000827,-1.1481110293205257,3.767672167278537,0.760840464151289,0.12166729285799249,0.9998133236560199,Tpd52l2,2,181497142,181517966
ENSMUSG00000000838,0.6720724641339394,3.6827515532263515,0.8553520303942381,0.12144753682222886,0.9998133236560199,Fmr1,X,68678541,68717963
ENSMUSG00000000876,2.7858446218172763,2.856535195467037,0.33042495876040234,0.12482207128673872,0.9998133236560199,Pxmp4,2,154585758,154603707.99999997
ENSMUSG00000000881,2.228280296169472,3.4535164208998643,0.5194056721439514,0.12285889689314566,0.9998133236560199,Dlg3,X,100767721.99999999,100818410
ENSMUSG00000000884,0.9079526047140835,2.5818234544719414,0.7253961138685244,0.1217809522688037,0.9998133236560199,Gnb1l,16,18498768,18566679
ENSMUSG00000000902,3.0044454132544245,3.3137023185124765,0.3654966167276439,0.1243491157027079,0.9998133236560199,Smarcb1,10,75896768.99999999,75921617
ENSMUSG00000000915,-2.2405711013446665,2.656951203253688,0.3999149473055469,0.12394221807269457,0.9998133236560199,Hip1r,5,123973627.99999999,124005558
ENSMUSG00000000916,1.9299703469320877,3.4779795981051067,0.5794764297809636,0.12245997051465096,0.9998133236560199,Nsun5,5,135369952.99999997,135376805
ENSMUSG00000000934,3.1027177597904054,3.261083249451115,0.34234740664164676,0.12465398269601635,0.9998133236560199,Top1mt,15,75657035,75678800
ENSMUSG00000000948,0.11503209677410255,1.7835245706441913,0.9486285848490738,0.12133995871350334,0.9998133236560199,Gm38393,7,59974149,60005064
ENSMUSG00000000957,-3.0699042487542414,2.765410298367793,0.26807279681527457,0.1258508568248522,0.9998133236560199,Mmp14,14,54431611.99999999,54441264.99999999
ENSMUSG00000000958,-4.613131164908118,2.4260448605445983,0.05844390827752366,0.134473737922156,0.9998133236560199,Slc7a7,14,54369442,54417780
ENSMUSG00000000959,0.5439814430350579,3.6584219610512205,0.8819218574084066,0.12140622018726988,0.9998133236560199,Oxa1l,14,54360841,54369673
ENSMUSG00000000976,0.6749254740900504,3.6364368455736824,0.8529159303920557,0.12145176041786387,0.9998133236560199,Heatr6,11,83753695.99999999,83783754
ENSMUSG00000001016,2.148000780336687,3.2456734409820545,0.5087368681522937,0.12293863350465184,0.9998133236560199,Ilf2,3,90476126,90488379
ENSMUSG00000001017,1.2615224480742715,3.6734016785067056,0.7315851030460477,0.12175980169240619,0.9998133236560199,Chtop,3,90498956,90509498
ENSMUSG00000001018,4.292127323353582,3.719216911264444,0.24964104550995778,0.12621416605193514,0.9998133236560199,Snapin,3,90488025.99999999,90491033
ENSMUSG00000001020,2.157068100143805,1.4537616797995836,0.1391893612941047,0.12937827097458066,0.9998133236560199,S100a4,3,90603771,90606045
ENSMUSG00000001025,1.8828126049319043,2.275300642919899,0.40878232733402364,0.12384541274761596,0.9998133236560199,S100a6,3,90612882,90624181
ENSMUSG00000001029,-2.291699691544766,2.458222366922642,0.35214748646142435,0.12452159319405798,0.9998133236560199,Icam2,11,106377656,106388075
ENSMUSG00000001034,-2.549931397694845,3.153963056177785,0.4196189214685343,0.12373120257811476,0.9998133236560199,Mapk7,11,61488811.99999999,61494406
ENSMUSG00000001036,2.6704186181259826,4.1352655593016765,0.5190522885994941,0.12286149223537135,0.9998133236560199,Epn2,11,61517249,61579687
ENSMUSG00000001052,3.7340162878104013,3.7796523702760254,0.3241922515500457,0.12491318318071842,0.9998133236560199,Sec24b,3,129982758.99999999,130061553
ENSMUSG00000001053,3.1683243298967425,2.247397875922101,0.15991167855893587,0.12860138106049435,0.9998133236560199,N4bp3,11,51643063,51650842
ENSMUSG00000001054,1.3218732413918735,3.1574223509529213,0.6758452383860623,0.12197121652309728,0.9998133236560199,Rmnd5b,11,51623670.99999999,51635895.99999999
ENSMUSG00000001056,1.510701372316722,3.1271356728911237,0.6294728857810551,0.12218537611634983,0.9998133236560199,Nhp2,11,51619735,51623714
ENSMUSG00000001062,3.009198544578363,3.966251779740384,0.4487822293795115,0.12344463848395348,0.9998133236560199,Vps9d1,8,123242356,123254348
ENSMUSG00000001065,-1.254340415217942,3.042604166322338,0.6805208110029972,0.12195162111878188,0.9998133236560199,Zfp276,8,123254195,123269745
ENSMUSG00000001082,2.4943607921012028,3.3727315637303557,0.4602916342965503,0.12333929731482429,0.9998133236560199,Mfsd10,5,34633642,34637212
ENSMUSG00000001089,-4.0458363002687525,4.139792439000787,0.3294109301737794,0.12483673932416761,0.9998133236560199,Luzp1,4,136469761,136554780
ENSMUSG00000001095,0.37854843755549566,0.8461573259817409,0.6550122320878042,0.12206289133791515,0.9998133236560199,Slc13a2,11,78397087,78422217
ENSMUSG00000001098,-3.3363223004454423,3.6176599658687145,0.3573414387833116,0.12445343709409995,0.9998133236560199,Kctd10,5,114363566.99999999,114380507.99999999
ENSMUSG00000001100,1.0314337944590826,3.877891729283663,0.7904864371983318,0.12158570525834611,0.9998133236560199,Poldip2,11,78512193,78522736
ENSMUSG00000001105,-0.9158281919071566,3.737577491322573,0.8066423589674263,0.12154621120728348,0.9998133236560199,Ift20,11,78536361,78541737
ENSMUSG00000001119,-1.3836493258400155,2.0236005368048,0.4947943175594117,0.12304726965651436,0.9998133236560199,Col6a1,10,76708792,76726168
ENSMUSG00000001123,2.665396253878335,3.482801577964695,0.44484975318657827,0.12348160127352215,0.9998133236560199,Lgals9,11,78962974,78984946
ENSMUSG00000001127,4.7212917221212845,3.9894466078459243,0.2378134409372781,0.1264650339892397,0.9998133236560199,Araf,X,20797814,20860519
ENSMUSG00000001128,-1.0994949606639626,2.1315715613589186,0.6064629964192466,0.12230579067798075,0.9998133236560199,Cfp,X,20925454,20931555
ENSMUSG00000001134,0.7834159670423917,3.292047254644471,0.8121073461693683,0.1215336273822547,0.9998133236560199,Uxt,X,20941722,20962017
ENSMUSG00000001138,4.88810582450523,3.258153471332008,0.13487018856442984,0.129556532404432,0.9998133236560199,Cnnm3,1,36511866.99999999,36528237
ENSMUSG00000001143,1.8974347255279083,3.401766052176291,0.5775193552656122,0.12247172140192675,0.9998133236560199,Lman2l,1,36419871,36445271
ENSMUSG00000001150,1.6888158807516853,4.458142085852973,0.7051621651064405,0.12185407740206444,0.9998133236560199,Mcm3ap,10,76468971,76515856
ENSMUSG00000001151,0.652139766104483,4.696293788672389,0.8896761175809148,0.12139578588256339,0.9998133236560199,Pcnt,10,76351254,76442912
ENSMUSG00000001155,6.13962205852766,3.4424085180858697,0.07577506884211539,0.13291354617072393,0.9998133236560199,Ftcd,10,76575648,76590338
ENSMUSG00000001156,-2.851813977918542,3.2717154801678285,0.3842739164667277,0.12412073918387678,0.9998133236560199,Mxd1,6,86647042,86669161
ENSMUSG00000001157,2.9892829701319403,3.2859711863517664,0.3638954711428086,0.12436934349829387,0.9998133236560199,Gmcl1,6,86691768,86733382.99999999
ENSMUSG00000001158,-1.5181971840624453,2.9945071942911254,0.6126284402494273,0.12227255749426502,0.9998133236560199,Snrnp27,6,86675151,86684522
ENSMUSG00000001173,0.022743559000895475,3.956550659748741,0.9954183367636791,0.12132472309070519,0.9998133236560199,Ocrl,X,47912386.99999999,47965868
ENSMUSG00000001175,0.4108498857789537,3.446870782859538,0.9052213871311238,0.12137705066642002,0.9998133236560199,Calm1,12,100199435,100209806
ENSMUSG00000001211,-0.8787219972270257,4.279432173915726,0.8374850399353122,0.12148023538498431,0.9998133236560199,Agpat3,10,78269178,78352488.99999999
ENSMUSG00000001227,-0.8616263872044214,2.899545550914004,0.7666042271886212,0.12165048920849686,0.9998133236560199,Sema6b,17,56123084.99999999,56140342.99999999
ENSMUSG00000001229,3.5459062682112026,3.197097529411054,0.2685057612950786,0.12584269618147703,0.9998133236560199,Dpp9,17,56186682,56218889
ENSMUSG00000001240,-0.5804559004063412,2.8124044760745925,0.8366616939746115,0.12148183879909913,0.9998133236560199,Ramp2,11,101246028,101259546
ENSMUSG00000001247,1.8549493524462137,3.0478707501380073,0.5433667114035432,0.12268996105524432,0.9998133236560199,Lsr,7,30957774.999999996,30973464
ENSMUSG00000001248,-1.0213716969023492,3.2365343632775363,0.752601104769293,0.12169211774539102,0.9998133236560199,Gramd1a,7,31130126.999999996,31155896
ENSMUSG00000001249,5.388646989281349,3.6485178513077825,0.14101330952155747,0.1293048363055117,0.9998133236560199,Hpn,7,31098725,31115289.999999996
ENSMUSG00000001270,1.9746456370022862,2.110104610738216,0.3503223447850763,0.12454586871329831,0.9998133236560199,Ckb,12,111669355,111672338
ENSMUSG00000001280,1.0280971727973454,4.479953684026033,0.8186864722738852,0.12151899234271268,0.9998133236560199,Sp1,15,102406143,102436404
ENSMUSG00000001281,-2.037569357135341,1.8054047829449185,0.260205396817282,0.12600205031161005,0.9998133236560199,Itgb7,15,102215994.99999999,102231935
ENSMUSG00000001285,2.677585385373905,3.71525567478933,0.4718012870165018,0.12323803730871508,0.9998133236560199,Myg1,15,102331708.99999999,102338139
ENSMUSG00000001288,-5.643154190087919,3.107900064732591,0.0706678382527544,0.13333027141442755,0.9998133236560199,Rarg,15,102234938,102257517
ENSMUSG00000001289,-0.18568889980875597,3.518610960404642,0.9579567609088004,0.1213348830554043,0.9998133236560199,Pfdn5,15,102326116,102331873
ENSMUSG00000001300,-2.6758678793378476,2.62814967645979,0.3096374224649017,0.12513519904259074,0.9998133236560199,Efnb2,8,8617434,8660772.999999998
ENSMUSG00000001305,0.4946675395221345,3.1778891139853993,0.8764336341253628,0.12141404621652285,0.9998133236560199,Rrp15,1,186720978,186749358
ENSMUSG00000001313,4.208179683062235,2.5119194985977047,0.09519173823328242,0.13156548015801417,0.9998133236560199,Rnd2,11,101464998.99999999,101471853
ENSMUSG00000001323,0.8892077115064408,3.255511035272388,0.7849830680423349,0.12159995009030244,0.9998133236560199,Srr,11,74906359,74925947.99999999
ENSMUSG00000001348,-1.4623620626497764,3.3696596402911996,0.6646967137649161,0.12201937856400413,0.9998133236560199,Acp5,9,22126731,22135745.999999996
ENSMUSG00000001366,-1.7985659497491353,4.215735720209531,0.6700333451966174,0.12199606934777041,0.9998133236560199,Fbxo9,9,78081499,78109065
ENSMUSG00000001376,-3.0048734997421933,4.106618825703389,0.46506256114697364,0.12329683861220486,0.9998133236560199,Ccdc132,6,3498382,3603531
ENSMUSG00000001380,1.1671708201876765,3.5085286135492635,0.7396786788880794,0.12173298481014239,0.9998133236560199,Hars,18,36766529.99999999,36783204.99999999
ENSMUSG00000001383,0.896675709439445,3.240995126039995,0.7822760962476153,0.12160710594962276,0.9998133236560199,Zmat2,18,36793923,36799659.99999999
ENSMUSG00000001403,1.0421998825530803,1.7175303783682627,0.544561106806758,0.12268189319656853,0.9998133236560199,Ube2c,2,164769897.99999997,164778822
ENSMUSG00000001415,-3.392638689078454,3.749707532367646,0.3664999693074529,0.1243365022855839,0.9998133236560199,Smg5,3,88336260,88362338
ENSMUSG00000001416,1.0337172015928489,3.2763506510519957,0.7526519112147527,0.12169196174789976,0.9998133236560199,Cct3,3,88297116,88321767
ENSMUSG00000001418,2.3528184183955467,4.036628246575829,0.5605345055626672,0.12257708262507117,0.9998133236560199,Glmp,3,88325023,88331313
ENSMUSG00000001419,-2.9560555510043036,3.5213666329960183,0.40205219431671735,0.1239186024289266,0.9998133236560199,Mef2d,3,88142372,88172086
ENSMUSG00000001420,-1.4716620386463284,2.2912182229231193,0.5212930656650934,0.12284508773668124,0.9998133236560199,Tmem79,3,88328655,88336148
ENSMUSG00000001424,5.326878347524928,4.1041660429761,0.19557134381755317,0.12750027073433612,0.9998133236560199,Snd1,6,28475139,28935162
ENSMUSG00000001435,6.648058799543466,4.030920268260909,0.10041243255754558,0.1312534166007293,0.9998133236560199,Col18a1,10,77052178,77166547.99999999
ENSMUSG00000001436,6.62637875065171,3.7108618938207294,0.07542573829358877,0.13294108193974918,0.9998133236560199,Slc19a1,10,77032241,77061002
ENSMUSG00000001440,0.2800129961918953,3.21720039081456,0.9307158954037084,0.12135256757975865,0.9998133236560199,Kpnb1,11,97159714,97187880.99999999
ENSMUSG00000001441,2.1769767019353345,3.440254201608964,0.5274748327215859,0.12280047049514864,0.9998133236560199,Npepps,11,97205841.99999999,97280638
ENSMUSG00000001445,0.3356156743043754,3.6192388475295174,0.9261952703294254,0.12135634686298968,0.9998133236560199,Mrpl10,11,97041559.99999999,97049213
ENSMUSG00000001467,1.7147908795273807,2.0590130202127503,0.4057801913474469,0.1238778423410376,0.9998133236560199,Cyp51,5,4081145.0000000005,4104745.9999999995
ENSMUSG00000001472,2.0681501145414387,4.3790367979937725,0.6371566629079481,0.1221473202539628,0.9998133236560199,Tcf25,8,123373824,123404173
ENSMUSG00000001473,-3.4579423482170846,2.3235645068769974,0.13802037198492514,0.12942590292645206,0.9998133236560199,Tubb6,18,67390717,67402748
ENSMUSG00000001482,3.6375925979807335,2.8725626585864865,0.2066354075384891,0.12720523669446804,0.9998133236560199,Def8,8,123442985.99999999,123463270
ENSMUSG00000001507,0.6287959633760016,3.330229452691931,0.8503990306687215,0.12145620162690218,0.9998133236560199,Itga3,11,95044474,95076800.99999999
ENSMUSG00000001518,0.5180556258877631,3.176410629460044,0.8705823001189172,0.12142279453925953,0.9998133236560199,Itfg2,6,128409444.00000001,128424930.99999999
ENSMUSG00000001524,5.678842618408533,3.5255891863784683,0.10855964466145639,0.1308000326619536,0.9998133236560199,Gtf2h4,17,35667730,35673739
ENSMUSG00000001525,0.960628006315211,2.8797129055616315,0.7389867165642525,0.12173524048428463,0.9998133236560199,Tubb5,17,35833921,35838305.99999999
ENSMUSG00000001542,-3.4805969464836477,3.649163003402257,0.3411491002598618,0.12467052100610765,0.9998133236560199,Ell2,13,75707484,75772356
ENSMUSG00000001552,3.3908235164112197,3.746819139338518,0.36638733408074264,0.12433791587356757,0.9998133236560199,Jup,11,100368957.99999999,100397763
ENSMUSG00000001569,1.1382851462662156,4.0611988502210465,0.7795038320268983,0.12161453687605672,0.9998133236560199,Nom1,5,29434663.999999996,29457842.999999996
ENSMUSG00000001576,3.4081421265800342,3.820113706834563,0.37320976969943964,0.12425336481145555,0.9998133236560199,Ergic1,17,26561488.999999996,26656931
ENSMUSG00000001588,4.050911491982843,2.7084579537831255,0.1360690780571057,0.12950642122843425,0.9998133236560199,Acap1,11,69881566.99999999,69895539
ENSMUSG00000001604,0.6979348783142585,2.6251841852442177,0.7905761907849198,0.1215854762985441,0.9998133236560199,Tcea3,4,136247729,136274898
ENSMUSG00000001627,-4.529401378971489,2.890401448456647,0.11843176727407914,0.1302980372423579,0.9998133236560199,Ifrd1,12,40201567,40248504
ENSMUSG00000001630,1.0140555785605847,2.8576305840866736,0.723009564441314,0.12178925879300406,0.9998133236560199,Stk38l,6,146724995,146778812
ENSMUSG00000001632,0.26744645444949117,3.7718434939294636,0.9435320874457962,0.12134316241085108,0.9998133236560199,Brpf1,6,113307137,113324860
ENSMUSG00000001642,1.316733111381407,2.5906143596742806,0.611734360406181,0.12227733217977754,0.9998133236560199,Akr1b3,6,34302434,34317478
ENSMUSG00000001663,-1.8604192273169342,1.6598050665961652,0.26347457005463293,0.125938546780484,0.9998133236560199,Gstt1,10,75783813,75798583.99999999
ENSMUSG00000001665,2.2638348989398973,2.2473758569233784,0.3148022784171404,0.12505488540070586,0.9998133236560199,Gstt3,10,75774115,75781414
ENSMUSG00000001666,-0.30826699484215586,2.769082761392396,0.9114527844816552,0.12137035320286393,0.9998133236560199,Ddt,10,75771230,75773414
ENSMUSG00000001670,-2.2619766288003222,1.9858548373145375,0.25582983623074057,0.12608860025562585,0.9998133236560199,Tat,8,109990437,109999803
ENSMUSG00000001674,1.0149071940696182,3.254072224457365,0.7553984352138565,0.12168358281399283,0.9998133236560199,Ddx18,1,121553834.99999999,121567989
