gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,chr,start,end,strand,middle,nearest.marker.id,start.true,end.true
ENSMUSG00000068220,236.25868730921317,0.5401785997161944,0.059392528945061106,9.095059754331508,9.453447275506689e-20,3.580721868032243e-17,Lgals1,15,78.92672499999999,78.930465,+,78.928595,15_78975240,78926724.99999999,78930465
ENSMUSG00000037406,26.70184182465356,-0.5382535811333319,0.059401280116003784,-9.061312821578682,1.288897888529459e-19,4.7294496897227837e-17,Htra4,8,25.025451,25.038961999999998,-,25.0322065,8_25064849,25025451,25038961.999999996
ENSMUSG00000063388,126.19069499225027,0.538218161401595,0.08011290719060774,6.718245290001091,1.8392589724448634e-11,7.421504760978552e-10,BC023105,18,60.441753,60.442983,+,60.442368,18_60435548,60441753,60442983
ENSMUSG00000099032,114.8935750808972,-0.5291797208954209,0.08482216365307692,-6.23869632776368,4.412326008345737e-10,1.1801715715260965e-8,Tcf24,1,9.960163,9.967932,-,9.9640475,1_9964486,9960163,9967932
ENSMUSG00000099021,29.731478460428658,0.527034447062324,0.11687976564426572,4.5092017780597,6.507199639533288e-6,4.513144605280559e-5,Rn7s1,12,69.159295,69.159594,+,69.1594445,12_69315958,69159295,69159594
ENSMUSG00000029822,152.20168176658058,0.5177610632387326,0.06711820336219596,7.714167503034793,1.217744578099905e-14,1.1720292488564824e-12,Osbpl3,6,50.29333,50.456201,-,50.374765499999995,6_50495617,50293330,50456201
ENSMUSG00000029188,138.66635621728315,-0.5138732621408999,0.07848017742025151,-6.547809638466704,5.838707602236452e-11,2.0526378642353418e-9,Slc34a2,5,53.038081,53.071664,+,53.0548725,5_53049654,53038081,53071664
ENSMUSG00000078687,2105.167019126822,-0.5109857187441448,0.10673374019980272,-4.787480676565752,1.6888799326271363e-6,1.4412623654811582e-5,Mup8,4,60.218621,60.222598999999995,-,60.22060999999999,4_60164780,60218621,60222598.99999999
ENSMUSG00000058258,2787.5787567781977,-0.50978327879556,0.04887764488571095,-10.429784004273735,1.812999511369625e-25,3.5480400437503562e-22,Idi1,13,8.885501,8.892451,+,8.888976,13_8886152,8885501,8892451
ENSMUSG00000085651,17.870352841257855,0.50516187929629,0.07701017323058326,6.559677223212292,5.392437189390896e-11,1.918727196297815e-9,Gm11695,11,115.46204499999999,115.463454,-,115.4627495,11_115455464,115462044.99999999,115463454
ENSMUSG00000032080,16158.498271733266,0.4958539043933865,0.06244351997329675,7.9408384505779415,2.0081909167979523e-15,2.2893376451496655e-13,Apoa4,9,46.240696,46.243459,+,46.2420775,9_46385725,46240696,46243459
ENSMUSG00000078799,396.5583549900778,0.4934810457439576,0.08183385409065028,6.030279903440832,1.636759442500006e-9,3.784332260202438e-8,Sult2a5,7,13.623966999999999,13.670807,+,13.647386999999998,7_13517116,13623966.999999998,13670807
ENSMUSG00000008153,141.01232943902608,0.4843847951372262,0.0597424850997657,8.10787824323575,5.151131493841672e-16,6.720509555632101e-14,Clstn3,6,124.430759,124.464794,-,124.4477765,6_124457735,124430759,124464794
ENSMUSG00000027907,92.04183491562108,0.48374704674900937,0.04329380529259412,11.173585770058414,5.491816076152114e-29,4.862068212339204e-25,S100a11,3,93.520488,93.526287,+,93.5233875,3_93649724,93520488,93526287
ENSMUSG00000066513,30.467494206842797,0.4786585455353442,0.058456783716318954,8.188246343798086,2.6505986548622905e-16,3.661568165340355e-14,Klk1b4,7,44.207435,44.211754,+,44.209594499999994,7_44138903,44207435,44211754
ENSMUSG00000031906,201.35995767287412,0.47789546866204674,0.061309703702750594,7.794777005921274,6.452232139020997e-15,6.825415295169779e-13,Smpd3,8,106.25254799999999,106.337988,-,106.295268,8_106307947,106252547.99999999,106337988
ENSMUSG00000028716,41.82729999184402,0.476013539065815,0.058830911193657714,8.091214795210103,5.907257556150092e-16,7.539458502642868e-14,Pdzk1ip1,4,115.088708,115.093899,+,115.0913035,4_115090710,115088708,115093899
ENSMUSG00000029272,241.61959004070633,0.4736249149456431,0.10032845461663545,4.7207436490017605,2.349839410121199e-6,1.905512040997453e-5,Sult1e1,5,87.575969,87.591594,-,87.5837815,5_87762267,87575969,87591594
ENSMUSG00000094156,381.12434650085453,-0.47151852630137486,0.09311780681414437,-5.0636773183724975,4.112455104099596e-7,4.338584710901838e-6,Sult2a7,7,14.465159,14.492925999999999,-,14.479042499999998,7_14467208,14465159,14492925.999999998
ENSMUSG00000054793,64.87076522247897,-0.4676866554628037,0.061647320810330426,-7.586487933542637,3.286929448649298e-14,2.763327606548876e-12,Cadm4,7,24.482022999999998,24.504538999999998,+,24.493280999999996,7_24654149,24482022.999999996,24504538.999999996
ENSMUSG00000065037,8.150260605448427,0.46015471013487214,0.08794567040601413,5.23226109950041,1.6744899580350627e-7,2.0150892307952548e-6,Rn7sk,9,78.175303,78.17563299999999,-,78.175468,9_78223926,78175303,78175632.99999999
ENSMUSG00000030827,53.17861036240777,0.45761540241086374,0.06606792628093135,6.9264381095451695,4.315685577714536e-12,2.0351317290571921e-10,Fgf21,7,45.613907,45.61549,-,45.6146985,7_45622192,45613907,45615490
ENSMUSG00000031604,2255.8046375505705,-0.4506917435270166,0.04489367330954431,-10.039092600408805,1.0261372699191204e-23,1.1587665168950541e-20,Msmo1,8,64.718139,64.733792,-,64.7259655,8_64722971,64718138.99999999,64733791.99999999
ENSMUSG00000024987,289.868199272772,-0.4440107129755246,0.06693413530705962,-6.6335467088449,3.277152060442166e-11,1.2373093084794828e-9,Cyp26a1,19,37.697807999999995,37.701527999999996,+,37.699667999999996,19_37712100,37697807.99999999,37701527.99999999
ENSMUSG00000022041,323.7577858802896,0.4412075106860258,0.05546983285196531,7.9540082960677925,1.8057202790007503e-15,2.1202767516026811e-13,Chrna2,14,66.14095999999999,66.152948,+,66.146954,14_66022446,66140959.99999999,66152947.99999999
ENSMUSG00000074375,722.420859325477,0.44031945979820314,0.07987778836871962,5.512414261717762,3.5394462458850884e-8,5.307813259154879e-7,Sult2a3,7,14.067452,14.123044,-,14.095248,7_13952157,14067452,14123044
ENSMUSG00000072849,51143.6261646584,-0.43651427629292994,0.10982422255495947,-3.9746630218528027,7.047897344459492e-5,3.4551495069744725e-4,Serpina1e,12,103.94693099999999,103.958975,-,103.952953,12_103979746,103946930.99999999,103958975
ENSMUSG00000067656,568.4061647322271,0.4349647279518268,0.06371996524359787,6.826192172092074,8.71981067238133e-12,3.750476810076981e-10,Slc22a27,19,7.864388,7.9660269999999995,-,7.915207499999999,19_7896656,7864388,7966026.999999999
ENSMUSG00000000739,437.4748197816479,-0.4334808568668254,0.08139709580309133,-5.32550765589308,1.0067147573629924e-7,1.323722808617722e-6,Sult5a1,8,123.14284699999999,123.15831499999999,-,123.15058099999999,8_123154908,123142846.99999999,123158314.99999999
ENSMUSG00000025203,197.69304612949904,0.43170511552329177,0.04488103457289613,9.61887620531815,6.655429205729887e-22,4.341558318537797e-19,Scd2,19,44.293676,44.306864,+,44.30027,19_44300886,44293676,44306864
ENSMUSG00000017754,895.2501630706423,0.42616180119814795,0.04613289398504188,9.237699272374426,2.5185420502949608e-20,1.1963610156758935e-17,Pltp,2,164.839518,164.857711,-,164.8486145,2_164758936,164839518,164857711
ENSMUSG00000042041,345.2314899515653,0.42119980080852054,0.052893812600726904,7.963120450174017,1.677540167037621e-15,1.9896643072076513e-13,2010003K11Rik,19,4.49679,4.498583,-,4.4976865,19_4611135,4496790,4498583
ENSMUSG00000086437,3.995117281449131,0.4161789204340949,0.06971115511549518,5.9700476881294415,2.371842501841811e-9,5.225173481543442e-8,Gm13021,4,140.424644,140.431931,+,140.4282875,4_140418826,140424644,140431931
ENSMUSG00000030717,14.497999295251274,0.41525744035463885,0.05815586115676357,7.140422858416294,9.304423736870808e-13,5.2525261306892805e-11,Nupr1,7,126.623249,126.630861,-,126.627055,7_126620220,126623249,126630861
ENSMUSG00000022351,1129.6555172057722,-0.4143559305175212,0.059061164103170576,-7.015708830149478,2.287860662668525e-12,1.162946316062936e-10,Sqle,15,59.315076999999995,59.331191999999994,+,59.323134499999995,15_59370466,59315076.99999999,59331191.99999999
ENSMUSG00000028445,176.75057160586377,-0.4134098878717349,0.07047344856870234,-5.866179338005782,4.459514498675007e-9,8.951046024519988e-8,Enho,4,41.638144,41.640324,-,41.639234,4_41681004,41638144,41640324
ENSMUSG00000001467,2292.5841325220385,-0.4127520633670451,0.044249538781289934,-9.327827469731037,1.0806313732728642e-20,6.042273135699986e-18,Cyp51,5,4.081145,4.104746,-,4.0929455,5_3944445,4081145.0000000005,4104745.9999999995
ENSMUSG00000025351,91.63724767434827,0.4112527717868703,0.04769485190628008,8.622582005181146,6.5461052920406806e-18,1.56866057834983e-15,Cd63,10,128.908919,128.912816,+,128.9108675,10_128936089,128908919,128912815.99999999
ENSMUSG00000075044,117.38112816264234,0.40944512894270363,0.07307985362669323,5.602708662146926,2.1102775737935314e-8,3.4177764512391236e-7,Slc22a29,19,8.160165,8.2189,-,8.189532499999999,19_8202756,8160164.999999999,8218900
ENSMUSG00000025014,293.1019510755066,0.4072819584813468,0.08341782719294731,4.882433074399007,1.0478480840258719e-6,9.56008718153208e-6,Dntt,19,41.029275,41.059523,+,41.044399,19_40908613,41029275,41059523
ENSMUSG00000072964,54.36488524913022,0.4071667522530294,0.04599448014258143,8.852513410105416,8.557004849502435e-19,2.3922940700680377e-16,Bhlhb9,X,135.885851,135.89108099999999,+,135.888466,NA,135885851,135891081
ENSMUSG00000017002,33.679616116910026,0.4058994853275139,0.05598569585956633,7.250056985013923,4.1659632073804667e-13,2.629932257046314e-11,Slpi,2,164.35406999999998,164.389095,-,164.3715825,2_164348452,164354069.99999997,164389095
ENSMUSG00000032231,317.0417959112221,0.4043712159097648,0.041094226560904806,9.840097983361618,7.563713683561116e-23,6.34379471945533e-20,Anxa2,9,69.45362,69.491795,+,69.4727075,9_69471471,69453620,69491795
ENSMUSG00000030004,159.64923210765062,-0.40268630635803976,0.08297600350233286,-4.8530453307108035,1.2157988614439506e-6,1.0872741988632801e-5,Nat8,6,85.830388,85.832082,-,85.83123499999999,6_85898109,85830388,85832082
ENSMUSG00000030650,67.50169099109242,0.3939168547426265,0.07884661215554534,4.99598960530509,5.853481350797368e-7,5.824710001784973e-6,Tmc5,7,118.597297,118.675086,+,118.6361915,7_118605027,118597297,118675086
ENSMUSG00000078798,4447.4615494686,0.3917524084553087,0.09040780717972874,4.333170117449187,1.4697744836519764e-5,9.021480390507845e-5,Sult2a1,7,13.796246,13.837409,-,13.816827499999999,7_13952157,13796246,13837409
ENSMUSG00000044748,25.992096853435473,0.3877681110844256,0.06307576991642816,6.14765561479783,7.863653750183416e-10,1.9645749432905035e-8,Defb1,8,21.776598999999997,21.795185,+,21.785891999999997,8_21762738,21776598.999999996,21795185
ENSMUSG00000078683,163781.23810810008,-0.38706353931492155,0.09781156656143211,-3.957236888459609,7.582173013281963e-5,3.675882556645616e-4,Mup1,4,60.498011999999996,60.50196,-,60.49998599999999,4_60423582,60498011.99999999,60501960
ENSMUSG00000051076,51.30136798696284,-0.38593027625147075,0.06689943883309708,-5.768811861251964,7.983236772317665e-9,1.4974307696574126e-7,Vtcn1,3,100.825459,100.89692199999999,+,100.86119049999999,3_100946887,100825459,100896921.99999999
ENSMUSG00000026981,104.88053368092464,0.38091109533759027,0.043757019697345384,8.705142579916133,3.1717577143592833e-18,7.758912308751397e-16,Il1rn,2,24.336852999999998,24.351494,+,24.344173499999997,2_24338978,24336852.999999996,24351494
ENSMUSG00000055254,384.04004079010224,0.37862644588619254,0.07892000312639724,4.797597958527566,1.6057968261497343e-6,1.3864166421066311e-5,Ntrk2,13,58.806596,59.13397,+,58.970282999999995,13_58976545,58806596,59133970
ENSMUSG00000066362,81.69364740445506,0.3774669904816464,0.08982281424409982,4.20235096905173,2.6415715419343647e-5,1.483002753085357e-4,Rps13-ps1,8,87.04768899999999,87.048226,+,87.0479575,8_87082656,87047688.99999999,87048226
ENSMUSG00000058523,43.02785957212657,-0.37585669567886315,0.06606377162080286,-5.689301207872749,1.275602917467644e-8,2.2023144010439217e-7,Mup5,4,61.831319,61.835232999999995,-,61.833276,4_61801740,61831319,61835232.99999999
ENSMUSG00000015090,51.80780602384839,-0.37112167605052465,0.07461880267971259,-4.973567823695802,6.573176164058393e-7,6.4280439381286415e-6,Ptgds,2,25.466708999999998,25.470046,-,25.4683775,2_25350212,25466708.999999996,25470046
ENSMUSG00000001020,8.741312294049205,0.36806648003807235,0.04884768372229839,7.534983278440578,4.883974061475724e-14,3.848833787238117e-12,S100a4,3,90.603771,90.606045,+,90.604908,3_90635853,90603771,90606045
ENSMUSG00000050440,8235.471078984358,-0.36771212208446286,0.0546466779181667,-6.728901665991684,1.7094852849442433e-11,6.945597306510486e-10,Hamp,7,30.942370999999998,30.944017,-,30.943194,7_30929661,30942370.999999996,30944017
ENSMUSG00000042010,2377.9361359589634,0.36668666011852397,0.04385415986019124,8.361502336096171,6.192457048572908e-17,1.0692916274168101e-14,Acacb,5,114.146535,114.250761,+,114.19864799999999,5_114190102,114146535,114250761
ENSMUSG00000026950,378.82176161388674,-0.3654106323271042,0.04179459104199547,-8.743012509918742,2.269755413336753e-18,5.670525119872373e-16,Neb,2,52.136646999999996,52.338798,-,52.2377225,2_52094235,52136647,52338798
ENSMUSG00000019232,2149.717943541307,-0.35616365671110445,0.03814615421512703,-9.336816883361367,9.92737562886483e-21,5.8283622317065414e-18,Etnppl,3,130.617448,130.637521,+,130.62748449999998,3_130555240,130617448,130637520.99999999
ENSMUSG00000055116,141.45568625212601,-0.35441215856359287,0.06495843667373212,-5.455983498243731,4.87025161095291e-8,7.02536786435001e-7,Arntl,7,113.207465,113.314122,+,113.2607935,7_113209920,113207465,113314122
ENSMUSG00000026822,502.41175497838105,0.3541002120037554,0.0868719313659247,4.0761176416373575,4.579385736379478e-5,2.3771506329163498e-4,Lcn2,2,32.384633,32.388252,-,32.3864425,2_32322746,32384633,32388252
ENSMUSG00000028715,9050.49578797275,0.3528529909868717,0.081380340693565,4.335850501235034,1.4519760649881706e-5,8.930907781608747e-5,Cyp4a14,4,115.4862,115.49614199999999,-,115.491171,4_115531458,115486200,115496141.99999999
ENSMUSG00000078680,162173.51949459148,-0.35027248798085897,0.06547520332478803,-5.349696834744315,8.810169208202568e-8,1.175556895939938e-6,Mup10,4,60.57826,60.582198999999996,-,60.5802295,4_60682384,60578260,60582198.99999999
ENSMUSG00000027870,1519.7949114515748,0.349271066967585,0.07311312356633898,4.777132338637877,1.7781275695053588e-6,1.5053189561017968e-5,Hao2,3,98.874521,98.893239,-,98.88388,3_99090850,98874521,98893239
ENSMUSG00000094091,5.526161042794241,0.3477036268056364,0.06500305254182341,5.349035363868819,8.842426423171753e-8,1.1785218054583736e-6,Gm21885,11,94.284652,94.285985,+,94.28531849999999,11_94251122,94284652,94285985
ENSMUSG00000001095,65.97705070070771,-0.3468350302944651,0.07621103618288076,-4.5509816906593175,5.339619501801999e-6,3.799867405464186e-5,Slc13a2,11,78.397087,78.422217,-,78.409652,11_78358395,78397087,78422217
ENSMUSG00000050335,87.75407132195973,0.34606093430137386,0.04202362046946277,8.234914803517354,1.7968546428237715e-16,2.5730081970776492e-14,Lgals3,14,47.367751,47.38616,+,47.376955499999994,14_47338479,47367751,47386160
ENSMUSG00000069170,143.01442964873067,0.3447244293898968,0.05288716549066162,6.518111269373386,7.119817169396184e-11,2.4733992071908282e-9,Adgrv1,13,81.095068,81.63315399999999,-,81.364111,13_81356495,81095068,81633153.99999999
ENSMUSG00000028037,66.51152468848785,0.34365773969243274,0.06067852032625608,5.663581409774907,1.4824578759106467e-8,2.5118355525170006e-7,Ifi44,3,151.730922,151.74996,-,151.74044099999998,3_151748171,151730922,151749960
ENSMUSG00000021226,205.49800122867953,0.34159546872283025,0.042069027222989254,8.119880379267725,4.666433914494583e-16,6.226507616363113e-14,Acot2,12,83.987861,83.993873,+,83.990867,12_84015575,83987861,83993873
ENSMUSG00000030800,106.94238632227525,0.3402418564602938,0.050761556788890785,6.7027466843719035,2.0453786948037147e-11,8.141300554028887e-10,Prss8,7,127.925725,127.93011299999999,-,127.927919,7_127939521,127925725,127930112.99999999
ENSMUSG00000023057,1590.8784837620497,0.34004824040360176,0.03354342265001212,10.137553461721025,3.76408458516306e-24,5.524735149873081e-21,Fabp2,3,122.895072,122.89950599999999,+,122.897289,3_122852445,122895072,122899505.99999999
ENSMUSG00000049493,114.77792591413085,0.3383291450982545,0.05813585920105761,5.8196292227861255,5.8978311762792345e-9,1.1446666722623268e-7,Pls1,9,95.752642,95.845311,-,95.7989765,9_95800946,95752642,95845311
ENSMUSG00000056054,11.262360669058806,0.33704597529083735,0.06592610343553279,5.112481365145822,3.179543606633897e-7,3.5088534801781223e-6,S100a8,3,90.668978,90.670035,+,90.6695065,3_90635853,90668978,90670035
ENSMUSG00000041773,160.3151093887422,0.3348834530165097,0.03013159419076086,11.11403037278372,1.0720892300666896e-28,4.862068212339204e-25,Enc1,13,97.24110499999999,97.253039,+,97.247072,13_97096191,97241104.99999999,97253039
ENSMUSG00000029254,160.109722546422,0.33392996043220424,0.04897833475728525,6.817911676397574,9.237340142317002e-12,3.9585710931053376e-10,Stap1,5,86.07174599999999,86.10612499999999,+,86.08893549999999,5_86022750,86071745.99999999,86106124.99999999
ENSMUSG00000087404,32.53794054118205,0.33141785776363136,0.04395206332911265,7.540439120729724,4.683915300983998e-14,3.7168337160917016e-12,Gm11752,11,119.22015999999999,119.222473,+,119.2213165,11_119186195,119220160,119222473
ENSMUSG00000106538,8.979036712352809,-0.33081744671434177,0.04385907496009856,-7.542736526370148,4.602103680676114e-14,3.7168337160917016e-12,RP24-373A18.3,5,52.982037,52.995753,+,52.988895,5_53001057,52982037,52995753
ENSMUSG00000002944,3439.0415070583017,0.33067535439552276,0.042307163211450075,7.8160606690364975,5.4502113820839635e-15,5.871227710865128e-13,Cd36,5,17.781689999999998,17.888801,-,17.8352455,5_17876980,17781689.999999996,17888801
ENSMUSG00000090622,118.70666090277001,0.330056676645262,0.06020225818580811,5.482463392429166,4.1944381370047394e-8,6.157518141389311e-7,A930033H14Rik,10,69.209762,69.213098,-,69.211430000000007,10_69226915,69209762,69213098
ENSMUSG00000056071,17.85074933704916,0.32914510796247226,0.06619648382733882,4.972244580557872,6.618213580824437e-7,6.4490509432398774e-6,S100a9,3,90.69263199999999,90.69572099999999,-,90.6941765,3_90635853,90692631.99999999,90695720.99999999
ENSMUSG00000024665,7652.434980541306,0.3268514203861381,0.030072731186439113,10.868697570559448,1.625040251527125e-27,3.8162445266863e-24,Fads2,19,10.064164,10.101503,-,10.0828335,19_10079486,10064164,10101503
ENSMUSG00000093930,5874.631099852059,-0.32644110379491886,0.04542544519615665,-7.186304996798102,6.656825149180588e-13,3.9278613518431397e-11,Hmgcs1,13,119.690462,119.708086,+,119.699274,13_119691373,119690462,119708086
ENSMUSG00000081909,8.73564203205141,-0.324012846251996,0.06733605613840925,-4.811877392789201,1.4951907411343488e-6,1.3014477155225741e-5,Gm11341,13,24.320301999999998,24.320748,+,24.320524999999996,13_24295416,24320301.999999996,24320748
ENSMUSG00000089712,10.754748267203386,0.3237399971961712,0.061049269174152716,5.3029299379924035,1.1395866673584506e-7,1.4640072919171694e-6,Gm15889,8,94.377921,94.379622,+,94.3787715,8_94397839,94377921,94379622
ENSMUSG00000003555,1814.7255649674412,0.3223811519728475,0.06666144952758561,4.8360957383538565,1.324141643741766e-6,1.1670677431364068e-5,Cyp17a1,19,46.667165,46.672973999999996,-,46.6700695,19_46691498,46667165,46672974
ENSMUSG00000099889,31.740515380858625,0.32199028024278326,0.08410522188136066,3.8284219818953065,1.2896749911146924e-4,5.725395385587774e-4,Mrgprb11,7,48.684621,48.685614,-,48.685117500000004,7_48717003,48684621,48685614
ENSMUSG00000031434,58.0993886854258,0.32133381999268895,0.036329211028752896,8.845053632966817,9.148435999388748e-19,2.4981612908098295e-16,Morc4,X,139.821632,139.871677,-,139.8466545,NA,139821632,139871677
ENSMUSG00000026628,34.588342758136335,0.32069865681392307,0.04775678688022335,6.715247774483927,1.8774691909989813e-11,7.549740835859602e-10,Atf3,1,191.17029599999998,191.218039,-,191.1941675,1_191200629,191170295.99999997,191218039
ENSMUSG00000081053,108.95106378861303,-0.31986947370845803,0.09944162743596346,-3.2166556597682545,0.0012969415671454793,0.00412366311438457,Mup-ps17,4,61.857321,61.857876,-,61.857598499999995,4_61801740,61857321,61857876
ENSMUSG00000100220,12.989600785039148,0.3197014280066089,0.07004388909332628,4.5643014993162305,5.011601264472381e-6,3.607984184392072e-5,Gm29331,15,98.58999,98.59109,+,98.59054,15_98580733,98589990,98591090
ENSMUSG00000044367,56.69065095039631,0.31780120152947433,0.040879062408889076,7.774180296766519,7.593751733927275e-15,7.961235076765541e-13,Slc16a13,11,70.21678899999999,70.221064,-,70.2189265,11_70196497,70216788.99999999,70221064
ENSMUSG00000027962,213.3562853523919,0.31674360304143434,0.0378922264106462,8.35906551409294,6.321699919246978e-17,1.0757884123448987e-14,Vcam1,3,116.109949,116.129688,-,116.11981850000001,3_116118881,116109949,116129688
ENSMUSG00000086771,30.983086482895764,0.31633596330449826,0.043912422674163294,7.203792094363778,5.856063626548543e-13,3.541562296347446e-11,1700080G11Rik,4,127.531622,127.532885,+,127.5322535,4_127531669,127531622,127532885
